Trace
Swept SA
A.16.17,N9010A
3372300000,-80.7079667465036
3378000000,-85.737896843827
3383700000,-84.2315315671442
3389400000,-81.5619609846585
3395100000,-82.6029801639852
3400800000,-81.5971235831185
3406500000,-82.3920195808685
3412200000,-82.173401417894
3417900000,-85.3783932374397
3423600000,-87.2317559857641
3429300000,-87.48153674774
3435000000,-79.8460335428247
3440700000,-86.2576739364404
3446400000,-85.6121495523695
3452100000,-82.4625380693821
3457800000,-89.3850362457877
3463500000,-90.926029098176
3469200000,-88.9571562347334
3474900000,-87.4662616053956
3480600000,-87.9159985212012
3486300000,-89.0805122122403
3492000000,-88.4338995017434
3497700000,-45.1078062664081
3503400000,-85.1238541136391
3509100000,-88.4524775876531
3514800000,-89.0669149817427
3520500000,-87.9404373370482
3526200000,-86.5770556703247
3531900000,-89.2456962347302
3537600000,-87.8457146504227
3543300000,-89.3032960226093
3549000000,-86.6323426772151
3554700000,-87.0393190529411
3560400000,-84.3190984310185
3566100000,-87.2448348620639
3571800000,-89.3872615565636
3577500000,-90.2861956108122
3583200000,-85.6848097142146
3588900000,-87.3405508851382
3594600000,-73.2652900455654
3600300000,-71.4691445677215
3606000000,-83.6019872281233
3611700000,-86.498330514049
3617400000,-85.1370559758219
3623100000,-82.5298582323778
3628800000,-90.6158640982063
3634500000,-88.3065376438128
3640200000,-86.8399947774581
3645900000,-85.6165303845714
3651600000,-86.8489204036007
3657300000,-92.1590578766216
3663000000,-86.5075110259958
3668700000,-86.4008745523767
3674400000,-88.6141850380321
3680100000,-88.7678481120254
3685800000,-87.6863724843555
3691500000,-87.9975818457419
3697200000,-90.1228044561538
3702900000,-89.7388698704115
3708600000,-87.8922932464215
3714300000,-87.5692221769993
3720000000,-87.210173122336
3725700000,-89.8203388077986
3731400000,-87.0311930356273
3737100000,-86.1245997314611
3742800000,-84.2453641681291
3748500000,-70.9637099636716
3754200000,-84.3597599806429
3759900000,-86.9309401887991
3765600000,-85.7717331881232
3771300000,-89.0846891255568
3777000000,-84.1805065661547
3782700000,-86.9737700841116
3788400000,-83.5980427212791
3794100000,-85.1862980372165
3799800000,-86.6765123609524
3805500000,-86.2958652843638
3811200000,-87.6597482136178
3816900000,-85.4396170173236
3822600000,-82.4605729512937
3828300000,-88.1893346471224
3834000000,-87.7070392883229
3839700000,-87.4857375120671
3845400000,-86.1671561327342
3851100000,-86.8406907642498
3856800000,-84.942678639115
3862500000,-85.8757950694426
3868200000,-89.1031784988912
3873900000,-88.4456595249164
3879600000,-87.7303085138753
3885300000,-82.4592193794491
3891000000,-83.2121320861996
3896700000,-83.1816755897857
3902400000,-86.6676483487613
3908100000,-72.2127496839596
3913800000,-85.6646826275129
3919500000,-84.8908656842397
3925200000,-81.6330880008075
3930900000,-83.1674159182235
3936600000,-86.0305263535528
3942300000,-87.2432136029264
3948000000,-86.2924436054497
3953700000,-84.2647664571101
3959400000,-86.5067577869342
3965100000,-84.8854084448376
3970800000,-83.1448547393549
3976500000,-83.6690481951244
3982200000,-80.6828908775259
3987900000,-81.0304746118755
3993600000,-83.4364604087348
3999300000,-67.4884932161669
4005000000,-86.7792975716442
4010700000,-83.3299580373359
4016400000,-83.324434321761
4022100000,-86.7355917199618
4027800000,-86.2888695570484
4033500000,-86.4668513491626
4039200000,-85.145658027742
4044900000,-85.6678922806242
4050600000,-87.2091520997062
4056300000,-85.1351020171886
4062000000,-71.3969824266728
4067700000,-87.699175811144
4073400000,-84.903316354703
4079100000,-84.9600922232495
4084800000,-82.5083125855084
4090500000,-82.8800995152349
4096200000,-84.5874041906643
4101900000,-82.3421450949458
4107600000,-84.7792272683042
4113300000,-87.1757869905493
4119000000,-44.9593502078257
4124700000,-83.7417678976024
4130400000,-90.5596395168831
4136100000,-90.6210404642645
4141800000,-85.285327203445
4147500000,-86.0908896761285
4153200000,-89.7314408613405
4158900000,-87.3300766235977
4164600000,-85.5766964866024
4170300000,-86.2883622015899
4176000000,-88.8721248723425
4181700000,-90.3360137861511
4187400000,-75.663813792087
4193100000,-87.2417738220535
4198800000,-88.9826345652844
4204500000,-88.0777355886889
4210200000,-92.1082710788278
4215900000,-68.8871373975987
4221600000,-91.719958294872
4227300000,-92.9367271161157
4233000000,-94.9605555901151
4238700000,-91.8609380897012
4244400000,-91.5666501625403
4250100000,-73.4520144993627
4255800000,-90.9165030960275
4261500000,-90.0915812534845
4267200000,-92.2084711528979
4272900000,-92.19332280269
4278600000,-93.0960428245699
4284300000,-93.4391291899614
4290000000,-95.5656628058004
4295700000,-95.7520377575516
4301400000,-91.9996161766119
4307100000,-88.8280123292533
4312800000,-70.746648056652
4318500000,-90.6957693731487
4324200000,-94.0011253803842
4329900000,-94.9928966888072
4335600000,-99.7240251216584
4341300000,-96.5612847982216
4347000000,-92.0001638400362
4352700000,-93.9305134862431
4358400000,-95.0438830435464
4364100000,-96.7000599730975
4369800000,-91.5685237074188
4375500000,-74.4417811696485
4381200000,-90.613520345174
4386900000,-96.4490013382544
4392600000,-93.5139322883921
4398300000,-91.9304985909553
4404000000,-92.1775578359821
4409700000,-95.3309258063988
4415400000,-94.0265516575462
4421100000,-92.72752220556
4426800000,-94.3492734136533
4432500000,-94.2305041913457
4438200000,-72.1653492950892
4443900000,-96.4902032832052
4449600000,-94.0166843517567
4455300000,-93.3702078923576
4461000000,-93.2484514746024
4466700000,-88.1224384298545
4472400000,-88.49525504757
4478100000,-88.0817429053723
4483800000,-89.6463006663751
4489500000,-90.1302839051887
4495200000,-91.7278516624688
4500900000,-46.2066427155088
4506600000,-92.9451447122321
4512300000,-95.8770983678799
4518000000,-92.1486381214927
4523700000,-89.7040861132619
4529400000,-72.5136376063287
4535100000,-92.494718262013
4540800000,-93.6931920963091
4546500000,-91.6528772517381
4552200000,-93.4019744555766
4557900000,-94.375448924192
4563600000,-96.169135554896
4569300000,-93.9277078217054
4575000000,-95.3758193166614
4580700000,-93.9213294341257
4586400000,-91.9500926512752
4592100000,-91.9397672097973
4597800000,-94.0640307376975
4603500000,-92.0538188609718
4609200000,-92.0799087004273
4614900000,-91.0762703363789
4620600000,-90.4604217261507
4626300000,-87.5588189877709
4632000000,-90.0405629246671
4637700000,-88.3400990258423
4643400000,-90.2243276305248
4649100000,-90.5519348650272
4654800000,-87.8513721943472
4660500000,-86.94220053797
4666200000,-87.2315625113106
4671900000,-87.5873864729804
4677600000,-87.7744423515458
4683300000,-86.1347394221014
4689000000,-78.862203951243
4694700000,-88.232614508894
4700400000,-88.6922975015138
4706100000,-88.0221822947012
4711800000,-90.7811509425716
4717500000,-89.9061231825985
4723200000,-89.6747559338937
4728900000,-89.4353220833081
4734600000,-89.8551059104184
4740300000,-89.3372675022679
4746000000,-88.8889050204824
4751700000,-88.2813424369138
4757400000,-90.8565164561458
4763100000,-94.1800159857187
4768800000,-92.7824292032884
4774500000,-90.1710778062207
4780200000,-90.8154626667331
4785900000,-87.8555112215828
4791600000,-90.0762036904932
4797300000,-81.2292636206771
4803000000,-90.5694938259809
4808700000,-89.2249649134306
4814400000,-91.375218255625
4820100000,-92.6785305817979
4825800000,-92.7631237780162
4831500000,-91.3052165435631
4837200000,-92.7759858158871
4842900000,-75.9821276029253
4848600000,-90.8321186260244
4854300000,-91.8654271784852
4860000000,-91.5758321984323
4865700000,-95.133376322085
4871400000,-95.6572486116507
4877100000,-85.7050359891033
4882800000,-93.6807535746506
4888500000,-92.3981368766617
4894200000,-93.0492748468482
4899900000,-92.3167485790691
4905600000,-94.333459001059
4911300000,-93.4390213628187
4917000000,-96.4359748112609
4922700000,-97.7822832324404
4928400000,-100.292147823832
4934100000,-97.0185482397469
4939800000,-94.5621932647163
4945500000,-100.930441386242
4951200000,-98.6413587098194
4956900000,-97.2194335000957
4962600000,-98.3504009150658
4968300000,-94.2753266172975
4974000000,-94.5872817014846
4979700000,-94.5593771175735
4985400000,-94.1220014868128
4991100000,-95.8266948050224
4996800000,-99.7788917386863
5002500000,-66.8752431155077
5008200000,-96.4360912604659
5013900000,-94.5391505216998
5019600000,-95.233776559453
5025300000,-95.3128545668
5031000000,-94.8166616715371
5036700000,-91.7713793190469
5042400000,-93.3742015168883
5048100000,-96.2203585870903
5053800000,-97.6490017350219
5059500000,-97.5776875949251
5065200000,-97.7586527871338
5070900000,-96.5447096110545
5076600000,-96.7148565820054
5082300000,-97.3379568559089
5088000000,-98.060038274146
5093700000,-96.5804373187685
5099400000,-95.155180311095
5105100000,-96.4283491336041
5110800000,-99.3974297812697
5116500000,-97.5719279226487
5122200000,-96.6887123116219
5127900000,-99.8510012009996
5133600000,-99.3792211704839
5139300000,-99.541147274131
5145000000,-101.478309540626
5150700000,-42.7146912236264
5156400000,-63.2692034643705
5162100000,-97.1485635950478
5167800000,-99.7848391958138
5173500000,-100.036806436494
5179200000,-101.861728122154
5184900000,-99.0858539715897
5190600000,-100.67452774571
5196300000,-100.156388460729
5202000000,-91.4012402384941
5207700000,-98.4528531436598
5213400000,-98.1478374963303
5219100000,-96.5767259878576
5224800000,-98.9000030465502
5230500000,-94.5814669954713
5236200000,-94.5760020176759
5241900000,-94.6696260989581
5247600000,-93.9517874043161
5253300000,-95.451323101212
5259000000,-94.7749008711737
5264700000,-93.6929915226475
5270400000,-93.0319451867668
5276100000,-95.560323833816
5281800000,-94.9100507081514
5287500000,-94.3414844261708
5293200000,-95.9844653042819
5298900000,-100.340461731557
5304600000,-100.633849957906
5310300000,-74.3810330506745
5316000000,-92.9602070405429
5321700000,-92.7767076086874
5327400000,-95.2699647324723
5333100000,-95.8918822866399
5338800000,-96.9567503419963
5344500000,-99.1432062635231
5350200000,-93.1720691283065
5355900000,-94.6934246922195
5361600000,-96.827590887049
5367300000,-95.9889195010788
5373000000,-91.4421788047868
5378700000,-90.741189122447
5384400000,-91.5239152065556
5390100000,-91.9274591964539
5395800000,-91.2271507285138
5401500000,-88.6552025430311
5407200000,-90.8931243709576
5412900000,-93.6862654459186
5418600000,-93.738722222022
5424300000,-92.0758966161984
5430000000,-91.5627584885343
5435700000,-87.956880257266
5441400000,-95.2064103566734
5447100000,-95.7402466251871
5452800000,-97.2021185521667
5458500000,-96.1635492293332
5464200000,-98.6400778142329
5469900000,-79.177892430972
5475600000,-95.0829180158576
5481300000,-92.0914286701637
5487000000,-93.2533961378252
5492700000,-96.3592730795094
5498400000,-54.7921394674477
5504100000,-92.7630882157707
5509800000,-91.2893498129513
5515500000,-92.5284901798015
5521200000,-92.2150170185174
5526900000,-89.4525775783834
5532600000,-89.2369143752211
5538300000,-89.849944334365
5544000000,-91.8701625968845
5549700000,-91.2351637476173
5555400000,-92.1867556256563
5561100000,-94.7857852336969
5566800000,-92.9659750435139
5572500000,-93.8053362973405
5578200000,-89.678474686956
5583900000,-91.8273846379197
5589600000,-91.6989814798272
5595300000,-91.9192812904063
5601000000,-92.5340397118064
5606700000,-98.7478083577009
5612400000,-96.923797714136
5618100000,-98.2399909262318
5623800000,-79.8201957965037
5629500000,-100.227169427817
5635200000,-99.5309035645617
5640900000,-100.859997831199
5646600000,-101.581916667237
5652300000,-101.82920591768
5658000000,-101.452228617152
5663700000,-98.7176045424795
5669400000,-99.4370605339279
5675100000,-100.017772443019
5680800000,-100.718965070134
5686500000,-93.8726562882893
5692200000,-101.482212433692
5697900000,-101.734365932393
5703600000,-102.201272082722
5709300000,-97.304986609664
5715000000,-97.7625232746538
5720700000,-95.5701727026235
5726400000,-98.1728559753363
5732100000,-100.615282171514
5737800000,-98.8103326980669
5743500000,-99.5038771103603
5749200000,-91.0311310138858
5754900000,-100.015137823866
5760600000,-99.8598964513274
5766300000,-98.524689222421
5772000000,-96.8786740362525
5777700000,-96.3831236585321
5783400000,-81.1931295772101
5789100000,-98.1374785658103
5794800000,-99.8040135220076
5800500000,-99.1802486130986
5806200000,-104.013792277212
5811900000,-92.0208287299981
5817600000,-103.07913349509
5823300000,-102.548482971022
5829000000,-102.131540591148
5834700000,-103.118251210298
5840400000,-102.767151673983
5846100000,-102.602511860749
5851800000,-98.7062609608136
5857500000,-97.2220549077512
5863200000,-99.1790596925395
5868900000,-102.133449552274
